Lead_ID,IČO,Company_Name,CZ_NACE_Section,CZ_NACE_Section_Label,Industry,Region_Code,Region_Name,Legal_Form_Code,Legal_Form_Label,Founding_Year,Company_Age_Years,Size_Band,NumberOfEmployees,Annual_Revenue_MCZK__c,LeadSource,Status,Rating,Owner,Web_Interactions__c,Email_Opens__c,Email_Clicks__c,Emails_Sent__c,Email_Open_Rate__c,Form_Submissions__c,Demo_Requested__c,Time_to_First_Response_h__c,Calls_Made__c,Meetings_Held__c,Proposal_Sent__c,Content_Downloads__c,Chatbot_Interactions__c,LinkedIn_Viewed__c,Days_Since_Last_Activity__c,CreatedDate,LastActivityDate,Days_in_Pipeline__c,Rule_Based_Score,Rule_Based_Segment,Conversion_Probability,Win_Probability__c,Converted,Closed_Won,IČO_Duplicate_Flag
00Q0007166,18008941,Alebrijes Letná s.r.o.,I,Accommodation & Food,Hospitality,CZ010,Praha,112,s.r.o.,2023,3,Medium,75,126.6,Web,Unqualified,Cold,Pavel Kratochvíl,1,0,0,8,0.0789,0,False,4.4,0,1,False,1,1,False,2,2024-01-14,2024-01-28,14,16,Low,0.010859,0.116,0,0,0
00Q0007167,24131521,Čtyřkolky Bavorov s.r.o.,G,Wholesale & Retail,Retail,CZ031,Jihočeský,112,s.r.o.,2011,15,Small,28,141.75,Web,Qualified,Hot,Lucie Horáková,6,2,0,6,0.4298,1,False,16.0,2,1,True,1,0,False,0,2022-02-14,2022-04-24,69,78,High,0.934887,0.578,1,0,0
00Q0007168,27465829,Hamerník s.r.o.,C,Manufacturing,Manufacturing,CZ010,Praha,112,s.r.o.,2004,22,Small,11,29.99,Referral,Converted,Warm,Jana Procházková,14,10,2,15,0.6828,2,True,58.1,6,1,False,4,0,False,1,2022-04-14,2022-07-31,108,89,High,0.996454,0.289,1,0,0
00Q0007169,00118508,Zemědělské družstvo Plzeň-Červený Hrádek,A,Agriculture,Agriculture,CZ032,Plzeňský,811,Pobočka,1976,50,Small,22,37.9,Referral,Contacted,Cold,Tomáš Dvořák,5,6,1,11,0.5709,0,False,2.9,1,0,False,2,0,True,5,2022-09-13,2022-10-08,25,55,Medium,0.328076,0.105,1,0,0
00Q0007170,27704262,"Michlovský - protlaky, a.s.",F,Construction,Construction,CZ072,Zlínský,121,a.s.,2006,20,Small,42,43.07,Referral,Qualified,Warm,Martin Novák,5,3,0,7,0.4456,5,True,1.3,3,2,True,3,1,False,4,2022-05-22,2022-08-09,79,100,High,0.998264,0.63,1,1,0
00Q0007171,27371891,"bit cz training, s.r.o.",N,Administrative & Support,Other,CZ010,Praha,112,s.r.o.,2005,21,Small,14,23.14,Web,Nurturing,Cold,Tomáš Dvořák,1,3,0,6,0.5866,1,False,14.9,4,2,False,1,2,True,10,2023-08-25,2024-01-17,145,61,High,0.789019,0.211,0,0,0
00Q0007172,27202658,"Pivovar Ferdinand, s.r.o.",C,Manufacturing,Manufacturing,CZ020,Středočeský,112,s.r.o.,2004,22,Medium,79,170.6,Referral,Nurturing,Warm,Pavel Kratochvíl,17,6,2,13,0.4706,1,False,19.7,1,1,False,0,1,True,9,2022-01-26,2022-06-03,128,74,High,0.772306,0.274,0,0,0
00Q0007173,25013998,"KODAP DC, s.r.o.",M,Professional & Scientific,Consulting,CZ042,Ústecký,112,s.r.o.,1996,30,Small,13,31.51,Web,Converted,Hot,Jana Procházková,1,6,3,11,0.5952,0,False,56.5,5,1,True,0,0,True,1,2023-08-03,2023-10-12,70,70,High,0.982867,0.57,1,1,0
00Q0007174,28864824,ASISTENTIA s.r.o.,L,Real Estate,Real Estate,CZ063,Kraj Vysočina,112,s.r.o.,2009,17,Small,43,32.72,Event,Nurturing,Cold,Lucie Horáková,1,5,2,10,0.5893,0,False,16.2,2,1,False,2,0,False,1,2024-12-30,2025-03-31,180,58,Medium,0.08783,0.158,0,0,0
00Q0007175,04582535,"Zdravotní služby Choceň, s.r.o.",L,Real Estate,Real Estate,CZ053,Pardubický,112,s.r.o.,2015,11,Small,47,28.59,Referral,Nurturing,Cold,Pavel Kratochvíl,2,2,0,8,0.3441,0,False,6.9,1,0,False,0,1,True,25,2025-02-01,2025-03-31,59,55,Medium,0.406221,0.105,0,0,0
00Q0007176,26968070,"MIHAL, s.r.o.",C,Manufacturing,Manufacturing,CZ063,Kraj Vysočina,112,s.r.o.,2005,21,Small,39,65.68,Email Campaign,Contacted,Hot,Eva Šimánek,0,1,0,11,0.1249,1,False,48.6,5,0,False,1,2,False,52,2022-06-17,2022-07-12,25,35,Medium,0.059967,0.285,0,0,0
00Q0007177,27432726,SUMAR EXCHANGE s.r.o.,J,Information & Communication,Technology,CZ010,Praha,112,s.r.o.,2006,20,Small,11,74.79,Web,Converted,Warm,Tomáš Dvořák,11,13,3,15,0.9292,1,False,54.0,7,0,True,2,0,True,2,2024-03-28,2024-08-09,134,84,High,0.995998,0.434,1,1,0
00Q0007178,02360942,Aperus Media s.r.o.,A,Agriculture,Agriculture,CZ010,Praha,112,s.r.o.,2013,13,Small,31,28.24,Web,Nurturing,Cold,Lucie Horáková,21,9,0,14,0.6448,0,False,58.0,1,1,False,2,0,True,1,2024-05-25,2024-08-24,91,66,High,0.074906,0.166,0,0,0
00Q0007179,27747603,PARA REAL s.r.o.,L,Real Estate,Real Estate,CZ064,Jihomoravský,112,s.r.o.,2007,19,Small,49,44.72,Web,Working,Warm,Martin Novák,1,0,0,6,0.1032,0,False,46.8,1,0,False,0,0,True,5,2024-08-01,2024-08-10,9,43,Medium,0.04801,0.193,0,0,0
00Q0007180,27246728,LEKIN s.r.o.,G,Wholesale & Retail,Retail,CZ020,Středočeský,112,s.r.o.,2005,21,Small,48,81.92,Cold Call,Working,Warm,Jana Procházková,3,2,0,4,0.5455,0,False,2.0,0,0,False,0,0,True,42,2022-04-19,2022-05-13,24,50,Medium,0.121585,0.2,0,0,0
00Q0007181,64511359,ŽSD a.s.,F,Construction,Construction,CZ064,Jihomoravský,121,a.s.,1996,30,Medium,121,325.11,Email Campaign,Working,Cold,Lucie Horáková,0,1,0,6,0.2089,0,False,242.2,0,1,False,0,0,False,3,2023-05-18,2023-05-31,13,44,Medium,0.025133,0.144,0,0,0
00Q0007182,11801581,EU-Cargo s.r.o.,H,Transportation,Transportation,CZ080,Moravskoslezský,112,s.r.o.,2021,5,Small,48,54.31,Cold Call,New,Hot,Lucie Horáková,0,5,3,12,0.4812,1,False,3.9,3,2,False,1,0,True,17,2022-10-16,2022-10-18,2,52,Medium,0.085043,0.402,0,0,0
00Q0007183,07729651,Veterinární centrum Akuvet s.r.o.,M,Professional & Scientific,Consulting,CZ064,Jihomoravský,112,s.r.o.,2018,8,Small,34,55.69,Email Campaign,Nurturing,Cold,Martin Novák,0,3,1,9,0.354,0,False,47.8,1,0,False,0,1,False,19,2022-07-23,2022-10-24,93,54,Medium,0.132782,0.104,0,0,0
00Q0007184,22080988,Aisle s.r.o.,J,Information & Communication,Technology,CZ010,Praha,112,s.r.o.,2024,2,Medium,74,141.96,Cold Call,Unqualified,Cold,Lucie Horáková,0,0,0,6,0.0386,0,False,116.4,2,0,False,0,0,True,216,2024-03-29,2024-04-11,13,15,Low,0.001469,0.065,0,0,0
00Q0007185,06699197,"Panství Benice, s.r.o.",I,Accommodation & Food,Hospitality,CZ020,Středočeský,112,s.r.o.,2017,9,Small,11,25.15,Cold Call,Contacted,Cold,Martin Novák,1,3,1,10,0.3965,1,False,29.5,2,1,False,1,0,False,9,2022-03-23,2022-04-17,25,35,Medium,0.090627,0.135,0,0,0
00Q0007186,04680685,"Reality Pec, s.r.o.",L,Real Estate,Real Estate,CZ052,Královéhradecký,112,s.r.o.,2015,11,Small,25,46.47,Referral,Contacted,Cold,Tomáš Dvořák,16,5,1,6,0.9102,1,False,5.8,1,1,False,0,1,True,0,2024-01-26,2024-03-11,45,71,High,0.623935,0.171,0,0,0
00Q0007187,28726391,"PEMUS,s.r.o.",M,Professional & Scientific,Consulting,CZ051,Liberecký,112,s.r.o.,2010,16,Small,19,34.59,Cold Call,Qualified,Warm,Tomáš Dvořák,0,2,0,6,0.3823,1,False,23.0,3,0,True,2,0,False,1,2025-01-22,2025-02-21,30,75,High,0.797204,0.425,0,0,0
00Q0007188,28286588,PSTransport Znojmo s.r.o.,H,Transportation,Transportation,CZ064,Jihomoravský,112,s.r.o.,2008,18,Small,48,68.19,Referral,Working,Hot,Tomáš Dvořák,2,2,0,10,0.2232,1,True,23.3,3,1,False,2,4,True,15,2023-10-18,2023-11-05,18,76,High,0.432294,0.376,0,0,0
00Q0007189,01757571,JANOSERVIS s.r.o.,C,Manufacturing,Manufacturing,CZ020,Středočeský,112,s.r.o.,2016,10,Small,15,33.54,Email Campaign,Qualified,Hot,Pavel Kratochvíl,4,7,1,10,0.7365,0,False,110.8,3,2,True,3,1,False,0,2022-07-25,2022-08-11,17,74,High,0.843315,0.624,1,0,0
00Q0007190,24160202,Enerfis s.r.o.,M,Professional & Scientific,Consulting,CZ010,Praha,112,s.r.o.,2011,15,Medium,69,103.6,Referral,Qualified,Warm,Tomáš Dvořák,6,3,1,10,0.3434,3,True,0.3,3,1,True,2,1,False,1,2024-04-15,2024-06-03,49,100,High,0.999458,0.58,1,1,0
00Q0007191,08424331,Základní umělecká škola Sinfonie s.r.o.,P,Education,Education,CZ031,Jihočeský,112,s.r.o.,2019,7,Small,13,13.77,Event,Nurturing,Warm,Lucie Horáková,9,2,1,9,0.229,2,True,60.2,1,0,False,1,2,False,57,2024-07-02,2024-11-23,144,54,Medium,0.335215,0.204,0,0,0
00Q0007192,13692283,"OPTOKON, a.s.",C,Manufacturing,Manufacturing,CZ063,Kraj Vysočina,121,a.s.,1991,35,Medium,246,269.23,Web,Working,Warm,Tomáš Dvořák,2,3,1,8,0.4198,1,False,129.8,4,0,False,1,0,False,18,2023-08-25,2023-09-12,18,45,Medium,0.146252,0.195,0,0,0
00Q0007193,03791432,KAMS Trans s.r.o.,H,Transportation,Transportation,CZ010,Praha,112,s.r.o.,2015,11,Small,44,47.61,Event,Nurturing,Cold,Pavel Kratochvíl,1,5,1,11,0.5093,4,False,7.1,3,1,False,3,0,True,5,2024-06-24,2024-11-01,130,68,High,0.207776,0.168,0,0,0
00Q0007194,25636057,"ADJUST ART, spol. s r.o.",M,Professional & Scientific,Consulting,CZ010,Praha,112,s.r.o.,1998,28,Small,10,55.19,Event,Contacted,Warm,Tomáš Dvořák,3,6,2,8,0.7774,2,True,6.7,2,2,False,5,0,True,7,2024-05-27,2024-06-08,12,94,High,0.945776,0.344,1,0,0
00Q0007195,28214722,Svoboda Press s.r.o.,C,Manufacturing,Manufacturing,CZ010,Praha,112,s.r.o.,2007,19,Large,562,2120.42,Event,Working,Warm,Pavel Kratochvíl,4,3,2,11,0.3523,1,False,126.9,5,1,False,1,0,False,13,2025-03-04,2025-03-30,26,70,High,0.26964,0.27,0,0,0
00Q0007196,47542080,COMPAG VOTICE s.r.o.,E,Water & Waste,Utilities,CZ020,Středočeský,112,s.r.o.,1993,33,Medium,68,118.58,Cold Call,Qualified,Warm,Tomáš Dvořák,2,0,0,6,0.0905,0,False,56.1,1,0,True,1,0,False,1,2023-02-09,2023-04-23,73,59,Medium,0.33671,0.409,0,0,0
00Q0007197,05371791,GASTRO TORO s.r.o.,I,Accommodation & Food,Hospitality,CZ053,Pardubický,112,s.r.o.,2016,10,Small,12,17.45,Event,Contacted,Warm,Eva Šimánek,7,2,0,11,0.2379,2,True,7.1,2,0,False,2,0,False,4,2023-02-28,2023-03-28,28,58,Medium,0.739429,0.208,0,0,0
00Q0007198,26149923,KIS-KIS FORTUNA s.r.o.,F,Construction,Construction,CZ010,Praha,112,s.r.o.,2000,26,Medium,138,295.59,Event,Contacted,Hot,Lucie Horáková,7,3,0,9,0.437,2,True,13.4,2,0,False,1,0,False,3,2023-06-03,2023-06-26,23,75,High,0.93634,0.325,1,0,0
00Q0007199,49966090,REPROP s.r.o.,M,Professional & Scientific,Consulting,CZ064,Jihomoravský,112,s.r.o.,1993,33,Small,20,52.47,Event,Working,Hot,Pavel Kratochvíl,5,4,0,7,0.5854,1,False,4.2,4,1,False,1,1,False,1,2023-05-09,2023-05-14,5,76,High,0.726472,0.376,0,0,0
00Q0007200,19553161,JPECO services s.r.o.,M,Professional & Scientific,Consulting,CZ052,Královéhradecký,112,s.r.o.,2023,3,Small,25,70.78,Cold Call,Unqualified,Cold,Lucie Horáková,6,2,0,6,0.4541,2,False,229.9,1,1,False,0,0,False,56,2022-01-12,2022-01-28,16,11,Low,0.010767,0.111,0,0,0
00Q0007201,22051538,Shopink s.r.o.,A,Agriculture,Agriculture,CZ010,Praha,112,s.r.o.,2024,2,Small,44,32.51,Web,Contacted,Cold,Lucie Horáková,3,1,0,7,0.2591,1,False,30.7,0,1,False,1,0,True,12,2022-12-21,2023-01-17,27,49,Medium,0.102029,0.149,0,0,0
00Q0007202,28308891,Osička stavební firma s.r.o.,F,Construction,Construction,CZ064,Jihomoravský,112,s.r.o.,2008,18,Small,36,39.67,Partner,Qualified,Hot,Eva Šimánek,9,6,3,13,0.4956,3,False,36.4,1,2,True,4,3,False,1,2022-01-29,2022-04-24,85,83,High,0.965578,0.633,1,1,0
00Q0007203,25303201,"WILK Boskovice, s.r.o.",H,Transportation,Transportation,CZ064,Jihomoravský,112,s.r.o.,1996,30,Medium,91,114.97,Referral,Contacted,Warm,Tomáš Dvořák,1,3,0,7,0.5407,0,False,15.8,4,0,False,1,0,False,31,2025-01-22,2025-02-28,37,71,High,0.363058,0.221,0,0,0
00Q0007204,64792277,ZDENĚK BEJR SPEDITION s.r.o.,H,Transportation,Transportation,CZ052,Královéhradecký,112,s.r.o.,1996,30,Medium,51,165.13,Web,Qualified,Warm,Eva Šimánek,9,9,1,11,0.8587,0,False,19.3,1,0,True,1,2,True,11,2022-12-01,2023-03-01,90,85,High,0.955369,0.435,1,1,0
00Q0007205,29126959,Pharmazet Group s.r.o.,M,Professional & Scientific,Consulting,CZ010,Praha,112,s.r.o.,2012,14,Small,12,29.11,Other,Contacted,Cold,Eva Šimánek,0,0,0,10,0.0546,0,False,110.4,5,0,False,0,0,False,2,2024-08-08,2024-09-14,37,47,Medium,0.190132,0.097,0,0,0
00Q0007206,41692292,Qlar Czech s.r.o.,G,Wholesale & Retail,Retail,CZ020,Středočeský,112,s.r.o.,1991,35,Medium,177,829.52,Email Campaign,Nurturing,Cold,Lucie Horáková,1,3,1,8,0.4931,1,False,76.5,2,0,False,1,0,False,72,2022-05-23,2022-10-22,152,44,Medium,0.060021,0.094,0,0,0
00Q0007207,47783303,CHEM-WELD ROUDNICE s.r.o.,G,Wholesale & Retail,Retail,CZ042,Ústecký,112,s.r.o.,1992,34,Small,14,129.89,Event,Working,Warm,Pavel Kratochvíl,0,2,0,5,0.5844,0,False,84.1,4,0,False,0,0,True,1,2023-11-14,2023-12-10,26,44,Medium,0.117628,0.194,0,0,0
00Q0007208,63496593,"Travel Wine, spol. s r.o.",G,Wholesale & Retail,Retail,CZ064,Jihomoravský,112,s.r.o.,1996,30,Small,33,133.79,Web,Unqualified,Cold,Jana Procházková,5,1,0,3,0.3787,2,True,15.3,2,0,False,1,1,True,82,2024-05-22,2024-06-17,26,26,Low,0.010611,0.076,0,0,0
00Q0007209,29360951,"ZFP GROUP, a.s.",J,Information & Communication,Technology,CZ064,Jihomoravský,121,a.s.,2012,14,Small,44,108.97,Web,New,Warm,Jana Procházková,0,0,0,9,0.0115,0,False,69.7,0,0,False,0,0,False,5,2025-03-02,2025-03-05,3,51,Medium,0.084681,0.201,0,0,0
00Q0007210,27831337,"Přerovská rozvojová, s.r.o.",L,Real Estate,Real Estate,CZ071,Olomoucký,112,s.r.o.,2008,18,Small,29,38.71,Email Campaign,Qualified,Hot,Lucie Horáková,4,15,5,18,0.8812,1,False,53.8,5,2,True,2,1,False,2,2022-02-12,2022-03-30,46,78,High,0.982143,0.628,1,0,0
00Q0007211,09432574,U Orloje Centrum s.r.o.,E,Water & Waste,Utilities,CZ010,Praha,112,s.r.o.,2020,6,Small,35,33.68,Referral,Nurturing,Cold,Tomáš Dvořák,2,3,1,8,0.3786,1,False,0.7,4,1,False,1,1,True,42,2023-12-04,2024-01-10,37,69,High,0.546698,0.249,0,0,0
00Q0007212,02513315,VRRS s.r.o.,I,Accommodation & Food,Hospitality,CZ010,Praha,112,s.r.o.,2014,12,Small,24,43.33,Referral,Working,Cold,Tomáš Dvořák,6,10,1,13,0.8128,1,True,52.1,2,1,False,0,3,True,2,2023-01-21,2023-02-19,29,77,High,0.879452,0.177,0,0,0
00Q0007213,64829561,Lesní družstvo ve Štokách,A,Agriculture,Agriculture,CZ063,Kraj Vysočina,811,Pobočka,1996,30,Medium,86,151.83,Cold Call,Working,Hot,Lucie Horáková,2,4,1,9,0.5396,0,False,102.4,0,0,False,0,0,True,14,2024-10-11,2024-10-28,17,34,Medium,0.020843,0.284,0,0,0
00Q0007214,27977099,SIMETO kabelové systémy s.r.o.,C,Manufacturing,Manufacturing,CZ041,Karlovarský,112,s.r.o.,2007,19,Small,25,74.01,Web,Contacted,Hot,Jana Procházková,1,1,0,3,0.6278,1,False,10.5,1,0,False,3,1,False,2,2022-04-29,2022-06-19,51,50,Medium,0.327915,0.3,0,0,0
00Q0007215,26212650,"AUTO Pošík, a.s.",G,Wholesale & Retail,Retail,CZ020,Středočeský,121,a.s.,2000,26,Small,18,60.03,Cold Call,Unqualified,Cold,Martin Novák,1,0,0,5,0.0512,1,False,23.4,3,2,False,1,0,True,20,2022-09-12,2022-10-17,35,6,Low,0.003518,0.156,0,0,0
00Q0007216,25004824,AUTOSERVIS MIP s.r.o.,S,Other Services,Other,CZ042,Ústecký,112,s.r.o.,1996,30,Small,11,56.34,Email Campaign,Qualified,Warm,Lucie Horáková,3,4,2,10,0.4891,0,False,99.7,3,0,True,1,0,True,7,2023-07-07,2023-08-21,45,55,Medium,0.889273,0.405,1,0,0
00Q0007217,60281456,JCA s.r.o.,M,Professional & Scientific,Consulting,CZ042,Ústecký,112,s.r.o.,1994,32,Small,30,78.27,Web,Qualified,Hot,Pavel Kratochvíl,2,1,0,6,0.2805,0,False,68.8,4,3,True,1,1,True,4,2023-10-25,2023-12-31,67,85,High,0.982829,0.685,1,1,0
00Q0007218,07672055,Densantim s.r.o.,Q,Healthcare,Healthcare,CZ010,Praha,112,s.r.o.,2018,8,Small,12,53.58,Web,New,Warm,Martin Novák,2,2,0,4,0.5227,2,False,22.6,1,1,False,1,1,False,10,2022-12-06,2022-12-07,1,64,High,0.122441,0.264,0,0,0
00Q0007219,25492063,SH.cz s.r.o.,J,Information & Communication,Technology,CZ010,Praha,112,s.r.o.,2004,22,Small,30,96.46,Web,Working,Cold,Eva Šimánek,1,5,1,13,0.4373,0,True,55.9,2,3,False,2,2,False,50,2022-07-10,2022-07-23,13,82,High,0.702112,0.282,0,0,0
00Q0007220,25377655,Střední odborná škola Olomouc spol. s r.o.,P,Education,Education,CZ071,Olomoucký,112,s.r.o.,1997,29,Medium,79,72.24,Referral,Qualified,Warm,Lucie Horáková,0,5,1,14,0.383,2,False,5.8,7,1,True,4,0,True,1,2022-08-14,2022-10-26,73,82,High,0.932683,0.482,1,0,0
00Q0007221,25852159,"ORCA VSETÍN, s.r.o.",G,Wholesale & Retail,Retail,CZ072,Zlínský,112,s.r.o.,2000,26,Small,43,159.06,Referral,Nurturing,Cold,Lucie Horáková,6,3,0,9,0.3634,0,True,85.4,3,0,False,1,0,True,29,2022-09-29,2023-02-28,152,62,High,0.427854,0.112,0,0,0
00Q0007222,63473780,"E S L, a.s.",F,Construction,Construction,CZ064,Jihomoravský,121,a.s.,1995,31,Medium,96,159.79,Partner,Qualified,Warm,Jana Procházková,27,5,2,12,0.4246,5,True,213.6,6,0,False,2,1,False,3,2023-01-11,2023-02-22,42,90,High,0.933712,0.24,1,0,0
00Q0007223,01951939,"Unimedix Plus, s.r.o.",Q,Healthcare,Healthcare,CZ010,Praha,112,s.r.o.,2013,13,Small,15,21.4,Referral,Nurturing,Cold,Martin Novák,14,7,4,13,0.5566,0,True,17.1,5,1,False,2,2,False,59,2022-08-29,2022-10-03,35,93,High,0.604034,0.193,0,0,0
00Q0007224,60711060,"Stav-Armo, spol. s r.o.",F,Construction,Construction,CZ072,Zlínský,112,s.r.o.,1994,32,Small,18,25.57,Web,Nurturing,Cold,Lucie Horáková,8,2,1,7,0.4257,0,False,23.2,3,0,False,0,1,False,29,2023-08-11,2023-10-01,51,42,Medium,0.13134,0.092,0,0,0
00Q0007225,25311450,AUTO - HOS spol. s r.o.,S,Other Services,Other,CZ063,Kraj Vysočina,112,s.r.o.,1996,30,Small,21,51.65,LinkedIn,Nurturing,Cold,Eva Šimánek,2,3,2,7,0.5499,0,False,49.6,1,0,False,2,1,False,24,2023-07-20,2023-09-01,43,41,Medium,0.32105,0.091,0,0,0
00Q0007226,09605142,Vanber s.r.o.,I,Accommodation & Food,Hospitality,CZ020,Středočeský,112,s.r.o.,2020,6,Small,33,34.89,Web,New,Warm,Eva Šimánek,8,5,2,13,0.4223,1,False,210.2,1,0,False,3,2,False,3,2023-04-22,2023-04-22,0,34,Medium,0.012109,0.184,0,0,0
00Q0007227,09664416,J & M stavebnictví Plůtek s.r.o.,F,Construction,Construction,CZ032,Plzeňský,112,s.r.o.,2020,6,Small,17,24.81,LinkedIn,Qualified,Hot,Jana Procházková,5,3,0,12,0.2845,2,True,52.2,1,0,True,1,0,False,8,2023-07-27,2023-08-27,31,77,High,0.955705,0.527,1,1,0
00Q0007228,10779604,"HPBYTEX, s.r.o.",G,Wholesale & Retail,Retail,CZ053,Pardubický,112,s.r.o.,2021,5,Small,26,136.35,Cold Call,Contacted,Warm,Lucie Horáková,1,3,0,9,0.3559,0,False,88.5,0,1,False,2,0,False,15,2023-07-17,2023-08-11,25,38,Medium,0.074756,0.238,0,0,0
00Q0007229,26356635,ROC - Galvanik s.r.o.,C,Manufacturing,Manufacturing,CZ032,Plzeňský,112,s.r.o.,2003,23,Large,441,573.14,Web,Nurturing,Cold,Tomáš Dvořák,2,6,0,7,0.8953,0,True,6.8,3,1,False,2,1,False,82,2022-12-09,2023-05-26,168,80,High,0.828061,0.18,0,0,0
00Q0007230,01745841,MALCOM CZ s.r.o.,G,Wholesale & Retail,Retail,CZ020,Středočeský,112,s.r.o.,2013,13,Medium,97,308.45,Other,Contacted,Hot,Eva Šimánek,11,3,0,9,0.4162,1,False,75.7,2,1,False,4,0,False,2,2023-02-09,2023-03-07,26,52,Medium,0.567994,0.352,0,0,0
00Q0007231,48028304,"PAMO, spol. s r.o.",M,Professional & Scientific,Consulting,CZ010,Praha,112,s.r.o.,1992,34,Small,13,71.72,Web,Qualified,Warm,Eva Šimánek,2,4,2,8,0.6226,0,False,65.2,2,1,False,0,2,True,0,2024-03-07,2024-04-12,36,85,High,0.833251,0.285,1,0,0
00Q0007232,28006691,"Stanli, s.r.o.",F,Construction,Construction,CZ032,Plzeňský,112,s.r.o.,2008,18,Small,18,20.38,LinkedIn,New,Cold,Jana Procházková,0,2,0,6,0.4309,1,False,80.6,4,0,False,1,1,True,14,2022-11-23,2022-11-25,2,31,Medium,0.013089,0.081,0,0,0
00Q0007233,21242259,Printina flexibles s.r.o.,C,Manufacturing,Manufacturing,CZ032,Plzeňský,112,s.r.o.,2024,2,Medium,186,348.99,LinkedIn,Qualified,Warm,Jana Procházková,0,4,1,12,0.4,4,True,50.9,5,1,False,4,1,True,0,2023-06-17,2023-08-25,69,80,High,0.89065,0.28,1,1,0
00Q0007234,17351081,Klíčový servis s.r.o.,C,Manufacturing,Manufacturing,CZ032,Plzeňský,112,s.r.o.,2022,4,Small,44,85.15,Cold Call,Contacted,Warm,Eva Šimánek,1,0,0,2,0.3412,0,False,10.5,0,0,False,0,0,False,0,2022-01-04,2022-02-11,38,42,Medium,0.045005,0.192,0,0,0
00Q0007235,28252063,MC Systems & Services s.r.o.,F,Construction,Construction,CZ010,Praha,112,s.r.o.,2008,18,Medium,82,144.29,Web,Nurturing,Cold,Eva Šimánek,1,2,1,8,0.3102,0,False,26.0,2,1,False,0,1,True,9,2024-02-27,2024-06-08,102,56,Medium,0.581734,0.156,0,0,0
00Q0007236,08277834,AQC WORKFORCE s.r.o.,N,Administrative & Support,Other,CZ032,Plzeňský,112,s.r.o.,2019,7,Medium,216,239.95,Email Campaign,Nurturing,Warm,Lucie Horáková,0,0,0,9,0.0203,0,False,9.9,2,1,False,0,2,True,40,2023-02-04,2023-03-17,41,43,Medium,0.051114,0.243,0,0,0
00Q0007237,27354890,PP - Stavby s.r.o.,F,Construction,Construction,CZ042,Ústecký,112,s.r.o.,2008,18,Small,14,18.47,Cold Call,Contacted,Warm,Eva Šimánek,28,2,1,5,0.5594,1,False,3.7,0,0,False,4,0,True,2,2022-01-29,2022-02-28,30,56,Medium,0.140175,0.206,0,0,0
00Q0007238,22136428,420 ELEKTRO CZ s.r.o.,C,Manufacturing,Manufacturing,CZ010,Praha,112,s.r.o.,2024,2,Small,18,30.1,LinkedIn,Working,Warm,Eva Šimánek,6,0,0,5,0.1938,2,False,12.1,1,0,False,0,0,False,17,2025-03-23,2025-03-31,14,57,Medium,0.315063,0.207,0,0,0
00Q0007239,03381943,Art 4 People production s.r.o.,M,Professional & Scientific,Consulting,CZ010,Praha,112,s.r.o.,2014,12,Small,30,50.83,Email Campaign,Contacted,Warm,Lucie Horáková,1,4,1,11,0.3979,2,False,58.2,2,0,False,2,3,False,7,2022-07-23,2022-08-02,10,61,High,0.127019,0.211,0,0,0
00Q0007240,04603958,Zlatnictví AK s.r.o.,G,Wholesale & Retail,Retail,CZ031,Jihočeský,112,s.r.o.,2015,11,Small,49,86.65,Web,Qualified,Hot,Pavel Kratochvíl,0,4,1,8,0.5384,3,False,99.2,4,0,True,0,1,True,1,2022-05-29,2022-07-26,58,65,High,0.619783,0.515,1,1,0
00Q0007241,17602866,"ELASTAV Company, s.r.o.",A,Agriculture,Agriculture,CZ064,Jihomoravský,112,s.r.o.,2022,4,Small,39,34.44,Web,Contacted,Warm,Martin Novák,1,2,0,8,0.356,1,False,155.5,1,0,False,2,2,False,14,2022-01-02,2022-01-23,21,36,Medium,0.129915,0.186,1,0,0
00Q0007242,19250096,BIOFARMS AGRO-B s.r.o.,A,Agriculture,Agriculture,CZ031,Jihočeský,112,s.r.o.,2023,3,Small,30,59.41,Event,Contacted,Warm,Tomáš Dvořák,0,3,0,7,0.57,0,False,20.6,4,1,False,2,1,True,16,2024-07-14,2024-09-09,57,49,Medium,0.048748,0.249,0,0,0
00Q0007243,05978459,Software service s.r.o.,C,Manufacturing,Manufacturing,CZ010,Praha,112,s.r.o.,2017,9,Small,14,39.42,LinkedIn,Nurturing,Cold,Tomáš Dvořák,0,4,0,10,0.4782,0,False,74.2,3,0,False,1,0,False,2,2024-12-04,2025-03-26,112,48,Medium,0.217014,0.098,0,0,0
00Q0007244,28888286,STRV s.r.o.,J,Information & Communication,Technology,CZ010,Praha,112,s.r.o.,2009,17,Medium,104,669.14,Web,Converted,Warm,Martin Novák,5,13,10,16,0.8608,1,False,47.7,5,0,False,1,1,False,1,2025-02-10,2025-03-31,74,76,High,0.98864,0.226,1,0,0
00Q0007245,06494625,"Smíchovská restaurace, s.r.o.",I,Accommodation & Food,Hospitality,CZ010,Praha,112,s.r.o.,2017,9,Small,19,29.02,Referral,Unqualified,Cold,Jana Procházková,1,4,2,10,0.4416,2,False,9.6,4,2,False,0,1,True,111,2024-05-20,2024-06-21,32,26,Low,0.021853,0.176,0,0,0
